subtaskID,datapointID,answer
1,1,11.0
2,522,0.0
2,738,0.0
2,741,1.0
2,661,2.0
2,412,0.0
2,679,2.0
2,627,2.0
2,514,0.0
2,860,0.0
2,137,0.0
2,812,0.0
2,77,1.0
2,637,0.0
2,974,1.0
2,939,0.0
2,900,2.0
2,281,1.0
2,884,0.0
2,762,2.0
2,320,1.0
2,550,0.0
2,175,1.0
2,372,1.0
2,528,1.0
2,211,1.0
2,236,0.0
2,102,2.0
2,987,1.0
2,903,1.0
2,948,1.0
2,347,1.0
2,140,2.0
2,622,2.0
2,500,2.0
2,371,1.0
2,199,2.0
2,688,1.0
2,585,0.0
2,902,0.0
2,60,1.0
2,329,1.0
2,97,2.0
2,313,0.0
2,975,2.0
2,300,0.0
2,278,2.0
2,925,1.0
2,602,0.0
2,440,2.0
2,838,1.0
2,571,0.0
2,880,1.0
2,262,1.0
2,579,0.0
2,24,1.0
2,31,2.0
2,618,0.0
2,11,1.0
2,222,0.0
2,821,0.0
2,297,1.0
2,55,2.0
2,543,2.0
2,210,2.0
2,605,2.0
2,693,2.0
2,663,1.0
2,867,0.0
2,71,1.0
2,544,2.0
2,108,0.0
2,494,2.0
2,591,2.0
2,742,2.0
2,293,2.0
2,290,1.0
2,653,1.0
2,40,0.0
2,590,0.0
2,308,2.0
2,680,1.0
2,67,1.0
2,276,1.0
2,68,1.0
2,319,2.0
2,549,0.0
2,999,1.0
2,715,1.0
2,754,0.0
2,328,0.0
2,383,1.0
2,452,2.0
2,523,2.0
2,219,1.0
2,788,1.0
2,437,2.0
2,765,1.0
2,89,1.0
2,64,0.0
2,827,0.0
2,717,0.0
2,352,0.0
2,937,1.0
2,257,1.0
2,636,2.0
2,645,2.0
2,555,2.0
2,960,1.0
2,169,1.0
2,918,1.0
2,529,1.0
2,824,0.0
2,986,1.0
2,817,1.0
2,87,2.0
2,433,1.0
2,185,2.0
2,979,1.0
2,535,1.0
2,295,2.0
2,893,2.0
2,426,1.0
2,714,1.0
2,261,2.0
2,238,2.0
2,560,0.0
2,584,0.0
2,446,0.0
2,868,2.0
2,801,2.0
2,600,2.0
2,850,1.0
2,266,1.0
2,996,2.0
2,530,0.0
2,56,0.0
2,121,2.0
2,216,0.0
2,26,2.0
2,73,1.0
2,45,2.0
2,248,0.0
2,722,2.0
2,282,0.0
2,894,1.0
2,915,0.0
2,811,0.0
2,245,0.0
2,823,1.0
2,322,2.0
2,644,1.0
